chrom	start	end	target_gene	tss_start	tss_end	gene_length	liver	exp	rel_entropy	hk	lof_intol	loeuf	essential	enh_num	enh_rel_entropy	tisspec_enh	enh_length	phastcons_overlap	frac_tisspec_enh	frac_phastcons
chr3	99979843	100044095	ENSG00000036054	99979842	99979843	64252	2.6	1	0.024351856166057628	1.0	0.0	0.601	0.0	37.0	0.6298565406149368	21.0	19167.0	2715.0	0.5675675675675675	0.14164971043981844
chr3	100053544	100075710	ENSG00000114021	100053543	100053544	22166	10.4	1	0.08138988032171039	1.0	0.0	1.772	0.0	68.0	0.7876098568594624	51.0	35664.0	3474.0	0.75	0.09740915208613728
chr3	100082274	100120242	ENSG00000154174	100082273	100082274	37968	14.4	1	0.053298785191399016	1.0	1.0	0.242	0.0	68.0	0.7876098568594624	51.0	35664.0	3474.0	0.75	0.09740915208613728
chr3	100120036	100175163	ENSG00000206535	100120035	100120036	55127	1.0	0	0.07658751582610449	0.0	0.0	1.749	0.0	54.0	0.9455598591813357	52.0	30607.0	1520.0	0.9629629629629629	0.04966184206227334
chr3	100211462	100296288	ENSG00000181458	100211461	100211462	84826	42.0	1	0.23924461251644605	0.0	0.0	0.858	0.0	51.0	0.9423574979567084	49.0	27923.0	1147.0	0.9607843137254902	0.04107724814668911
chr3	100328432	100414323	ENSG00000144820	100328431	100328432	85891	2.9	1	0.4936821065901911	0.0	0.0	1.122	0.0	37.0	0.9361719472548085	35.0	20750.0	789.0	0.9459459459459459	0.03802409638554217
chr3	100428204	100467810	ENSG00000114354	100428203	100428204	39606	46.5	1	0.0172034415497375	1.0	0.0	0.511	0.0	37.0	0.9361719472548085	35.0	20750.0	789.0	0.9459459459459459	0.03802409638554217
chr3	100941389	101039404	ENSG00000081148	100941388	100941389	98015	0.0	0	0.21816045146308324	0.0	0.0	0.72	0.0	0.0		0.0				
chr3	101043048	101232085	ENSG00000138468	101043047	101043048	189037	1.9	1	0.035583209033452606	0.0	0.0	0.379	0.0	0.0		0.0				
chr3	101546834	101579866	ENSG00000144802	101546833	101546834	33032	21.3	1	0.08499940017902112	0.0	1.0	0.189	0.0	29.0	0.7186058897047974	18.0	15151.0	1369.0	0.6206896551724138	0.09035707214045277
chr3	101818087	102198685	ENSG00000170044	101818086	101818087	380598	0.0	0	0.6870023054367967	0.0	0.0	1.007	0.0	28.0	0.7085561000513975	17.0	14838.0	1369.0	0.6071428571428571	0.09226310823561126
chr3	107096187	107097481	ENSG00000138483	107096186	107096187	1294	0.0	0	0.28794912460011624	0.0	0.0	1.911	0.0	3.0	0.309142291581932	0.0	1618.0	44.0	0.0	0.027194066749072928
chr3	107241782	107530171	ENSG00000114439	107241781	107241782	288389	1.9	1	0.01570018022454644	0.0	0.0	0.37	0.0	2.0	0.25277826369078593	0.0	1349.0	34.0	0.0	0.025203854707190512
chr3	107879658	107941417	ENSG00000114446	107879657	107879658	61759	1.0	0	0.0324521722478959	0.0	0.0	1.096	0.0	5.0	0.6304411748831299	3.0	2564.0	305.0	0.6	0.11895475819032761
chr3	108015375	108097132	ENSG00000114455	108015374	108015375	81757	0.0	0	0.542707985291862	0.0	0.0	1.005	0.0	5.0	0.6304411748831299	3.0	2564.0	305.0	0.6	0.11895475819032761
chr3	108099215	108248169	ENSG00000144821	108099214	108099215	148954	0.0	0	0.2198179206995642	0.0	0.0	1.061	0.0	5.0	0.6304411748831299	3.0	2564.0	305.0	0.6	0.11895475819032761
chr3	108268715	108308491	ENSG00000163507	108268714	108268715	39776	0.1	0	0.02395713030001056	0.0	0.0	0.837	1.0	3.0	0.7509260878969286	2.0	1105.0	502.0	0.6666666666666666	0.45429864253393665
chr3	108462270	108476231	ENSG00000163515	108462269	108462270	13961	0.0	0	0.6535360832378236	0.0	0.0	1.737	0.0	0.0		0.0				
chr3	108541544	108573852	ENSG00000163519	108541543	108541544	32308	0.1	0	0.2627048182109046	0.0	0.0	0.782	0.0	0.0		0.0				
chr3	108626638	108672742	ENSG00000138472	108626637	108626638	46104	0.0	0	0.7338731332388926	0.0	0.0	1.878	0.0	0.0		0.0				
chr3	111393522	111565294	ENSG00000240891	111393521	111393522	171772	0.2	0	0.1327996303245142	0.0	0.0	1.453	0.0	45.0	0.8104678591745369	35.0	22150.0	1515.0	0.7777777777777778	0.06839729119638827
chr3	111451343	111695364	ENSG00000144824	111451342	111451343	244021	3.4	1	0.07197868532807475	0.0	0.0	0.591	0.0	47.0	0.8042524664124024	36.0	22695.0	1515.0	0.7659574468085106	0.0667547918043622
chr3	111697856	111712210	ENSG00000144827	111697855	111697856	14354	10.0	1	0.025217473585781653	1.0	0.0	1.061	0.0	45.0	0.8121575035042696	35.0	21585.0	1302.0	0.7777777777777778	0.06031966643502432
chr3	111717510	111732734	ENSG00000144834	111717509	111717510	15224	0.1	0	0.5392185829551479	0.0	0.0	0.715	0.0	45.0	0.8121575035042696	35.0	21585.0	1302.0	0.7777777777777778	0.06031966643502432
chr3	111805181	111849851	ENSG00000114529	111805180	111805181	44670	0.1	0	0.2833066586201232	0.0	0.0	1.795	0.0	1.0	0.7109351736821121	1.0	258.0	34.0	1.0	0.13178294573643412
chr3	111839687	111852152	ENSG00000174500	111839686	111839687	12465	0.1	0	0.20558151210163	0.0	0.0	0.996	0.0	1.0	0.7109351736821121	1.0	258.0	34.0	1.0	0.13178294573643412
chr3	112051193	112081659	ENSG00000091972	112051192	112051193	30466	0.2	0	0.18248972913721004	0.0	0.0	0.56	0.0	1.0	0.7109351736821121	1.0	258.0	34.0	1.0	0.13178294573643412
chr3	112182814	112218408	ENSG00000186265	112182813	112182814	35594	0.0	0	0.39919043646661984	0.0	0.0	0.787	0.0	1.0	0.7109351736821121	1.0	258.0	34.0	1.0	0.13178294573643412
chr3	112251355	112280893	ENSG00000144848	112251354	112251355	29538	13.2	1	0.007483895189237686	1.0	0.0	0.718	0.0	1.0	0.7109351736821121	1.0	258.0	34.0	1.0	0.13178294573643412
chr3	112323406	112368377	ENSG00000091986	112323405	112323406	44971	2.2	1	0.16406416460781875	0.0	0.0	0.65	0.0	11.0	0.49422220651919435	4.0	4311.0	1609.0	0.36363636363636365	0.37323126884713526
chr3	112640055	112693969	ENSG00000163606	112640054	112640055	53914	0.2	0	0.2371012208208907	0.0	0.0	1.366	0.0	11.0	0.49422220651919435	4.0	4311.0	1609.0	0.36363636363636365	0.37323126884713526
chr3	112709764	112733907	ENSG00000163607	112709763	112709764	24143	1.8	1	0.054212770806408656	1.0	0.0	1.513	1.0	11.0	0.49422220651919435	4.0	4311.0	1609.0	0.36363636363636365	0.37323126884713526
chr3	113251142	113348425	ENSG00000072858	113251141	113251142	97283	0.1	0	0.16183817814552354	0.0	0.0	0.872	0.0	11.0	0.8641415024892336	9.0	5451.0	443.0	0.8181818181818182	0.0812694918363603
chr3	113367231	113415493	ENSG00000176542	113367230	113367231	48262	6.3	1	0.03306692082400909	0.0	1.0	0.19	0.0	20.0	0.773636541716912	14.0	8925.0	366.0	0.7	0.041008403361344536
chr3	113435306	113465147	ENSG00000121579	113435305	113435306	29841	14.0	1	0.12632902867695106	1.0	0.0	0.545	1.0	19.0	0.7617226754914863	13.0	8552.0	366.0	0.6842105263157895	0.042797006548175864
chr3	113465865	113530903	ENSG00000114573	113465864	113465865	65038	8.7	1	0.1103398949291452	0.0	0.0	0.358	1.0	22.0	0.736503016426803	14.0	10729.0	699.0	0.6363636363636364	0.0651505266101221
chr3	113547028	113666021	ENSG00000178075	113547027	113547028	118993	4.6	1	0.1383949590397615	0.0	0.0	1.076	0.0	15.0	0.7659113545415855	10.0	7976.0	561.0	0.6666666666666666	0.07033600802407222
chr3	119148346	119187677	ENSG00000176142	119148345	119148346	39331	5.5	1	0.05451656996390165	1.0	1.0	0.338	0.0	3.0	0.6545711457909661	2.0	1312.0	0.0	0.6666666666666666	0.0
chr3	119187784	119213555	ENSG00000163389	119187783	119187784	25771	2.6	1	0.013276991056878969	0.0	0.0	0.893	0.0	14.0	0.3586658525863361	3.0	5345.0	421.0	0.21428571428571427	0.07876520112254444
chr3	119217378	119243937	ENSG00000113845	119217377	119217378	26559	2.9	1	0.04719383685265397	1.0	0.0	1.268	0.0	14.0	0.3586658525863361	3.0	5345.0	421.0	0.21428571428571427	0.07876520112254444
chr3	119243139	119278449	ENSG00000121594	119243138	119243139	35310	0.1	0	0.28026111721177743	0.0	0.0	0.903	0.0	14.0	0.3586658525863361	3.0	5345.0	421.0	0.21428571428571427	0.07876520112254444
chr3	119298114	119308792	ENSG00000144843	119298113	119298114	10678	0.9	0	0.08454002897774995	1.0	0.0	1.283	0.0	14.0	0.3586658525863361	3.0	5345.0	421.0	0.21428571428571427	0.07876520112254444
chr3	119316688	119348658	ENSG00000144837	119316687	119316688	31970	11.1	1	0.18604959756797326	0.0	0.0	1.237	0.0	14.0	0.3586658525863361	3.0	5345.0	421.0	0.21428571428571427	0.07876520112254444
chr3	119355303	119384171	ENSG00000121577	119355302	119355303	28868	0.3	0	0.6119709262115824	0.0	0.0	1.076	0.0	14.0	0.3586658525863361	3.0	5345.0	421.0	0.21428571428571427	0.07876520112254444
chr3	119373359	119396301	ENSG00000138495	119373358	119373359	22942	47.2	1	0.08244813126248958	0.0	0.0	1.541	0.0	14.0	0.3586658525863361	3.0	5345.0	421.0	0.21428571428571427	0.07876520112254444
chr3	119421868	119485949	ENSG00000183833	119421867	119421868	64081	0.1	0	0.12601731696885973	0.0	0.0	0.887	0.0	6.0	0.7436029632625162	5.0	3065.0	223.0	0.8333333333333334	0.07275693311582382
chr3	119540169	119813264	ENSG00000082701	119540168	119540169	273095	6.0	1	0.015896269883868285	1.0	1.0	0.334	0.0	5.0	0.8843740694728449	5.0	2011.0	409.0	1.0	0.2033814022874192
chr3	119883491	120003941	ENSG00000175697	119883490	119883491	120450	0.0	0	0.4844143861342512	0.0	0.0	1.034	0.0	8.0	0.8343310763818763	7.0	4207.0	582.0	0.875	0.13834086047064417
chr3	120043355	120068186	ENSG00000163428	120043354	120043355	24831	2.2	1	0.01293693625879674	0.0	0.0	0.903	0.0	3.0	0.7509260878969286	2.0	2196.0	173.0	0.6666666666666666	0.07877959927140255
chr3	120111139	120170100	ENSG00000163430	120111138	120111139	58961	8.0	1	0.10332592023020444	0.0	0.0	0.379	0.0	3.0	0.7509260878969286	2.0	2196.0	173.0	0.6666666666666666	0.07877959927140255
chr3	120315155	120321347	ENSG00000065518	120315154	120315155	6192	76.5	1	0.07658039032380927	1.0	0.0	1.428	0.0	5.0	0.9421870347364225	5.0	2708.0	121.0	1.0	0.044682422451994094
chr3	120347019	120401418	ENSG00000113924	120347018	120347019	54399	153.6	1	0.7674767923607333	0.0	0.0	0.936	0.0	5.0	0.9421870347364225	5.0	2708.0	121.0	1.0	0.044682422451994094
chr3	120405527	120461840	ENSG00000144840	120405526	120405527	56313	3.6	1	0.021084245740033338	0.0	0.0	0.972	0.0	5.0	0.9421870347364225	5.0	2708.0	121.0	1.0	0.044682422451994094
chr3	120461483	120501916	ENSG00000153767	120461482	120461483	40433	1.7	1	0.015639235271222032	0.0	0.0	0.393	1.0	5.0	0.9421870347364225	5.0	2708.0	121.0	1.0	0.044682422451994094
chr3	121488609	121553926	ENSG00000173226	121488608	121488609	65317	3.6	1	0.01400677574761872	0.0	0.0	0.897	0.0	1.0	0.3288122585287603	0.0	547.0	19.0	0.0	0.03473491773308958
chr3	121554029	121605373	ENSG00000145088	121554028	121554029	51344	0.9	0	0.18253402012038347	0.0	0.0	1.454	0.0	8.0	0.517989821976185	2.0	2798.0	228.0	0.25	0.0814867762687634
chr3	121612935	121662949	ENSG00000163406	121612934	121612935	50014	0.4	0	0.08726871320249217	0.0	0.0	1.053	0.0	8.0	0.517989821976185	2.0	2798.0	228.0	0.25	0.0814867762687634
chr3	121706169	121741051	ENSG00000145103	121706168	121706169	34882	0.0	0	0.34308857218878736	0.0	0.0	1.065	0.0	8.0	0.517989821976185	2.0	2798.0	228.0	0.25	0.0814867762687634
chr3	121774212	121839983	ENSG00000114013	121774211	121774212	65771	0.7	0	0.13221615502028067	0.0	1.0	0.345	0.0	8.0	0.517989821976185	2.0	2798.0	228.0	0.25	0.0814867762687634
chr3	121902529	122005342	ENSG00000036828	121902528	121902529	102813	0.0	0	0.7588392916877715	0.0	0.0	0.451	0.0	10.0	0.6602075485800806	5.0	3702.0	517.0	0.5	0.1396542409508374
chr3	122103022	122131181	ENSG00000114023	122103021	122103022	28159	59.6	1	0.05790621785374135	1.0	0.0	1.521	0.0	25.0	0.7757002209561865	17.0	13127.0	782.0	0.68	0.059571874761941035
chr3	122130714	122134882	ENSG00000196981	122130713	122130714	4168	1.9	1	0.035645771429301705	1.0	0.0	1.481	0.0	25.0	0.7757002209561865	17.0	13127.0	782.0	0.68	0.059571874761941035
chr3	122140795	122233792	ENSG00000114030	122140794	122140795	92997	6.6	1	0.11617263763391927	1.0	1.0	0.245	0.0	25.0	0.7757002209561865	17.0	13127.0	782.0	0.68	0.059571874761941035
chr3	122246770	122283424	ENSG00000138496	122246769	122246770	36654	26.3	1	0.06972042898183152	1.0	0.0	0.814	0.0	25.0	0.7757002209561865	17.0	13127.0	782.0	0.68	0.059571874761941035
chr3	122283084	122294050	ENSG00000163840	122283083	122283084	10966	9.0	1	0.05085542343279778	0.0	0.0	0.783	0.0	25.0	0.7757002209561865	17.0	13127.0	782.0	0.68	0.059571874761941035
chr3	122296448	122357894	ENSG00000173200	122296447	122296448	61446	1.2	1	0.32085397824048223	0.0	0.0	0.961	0.0	25.0	0.7757002209561865	17.0	13127.0	782.0	0.68	0.059571874761941035
chr3	122399464	122449687	ENSG00000173193	122399463	122399464	50223	8.6	1	0.08400915115488472	0.0	0.0	0.395	0.0	25.0	0.7757002209561865	17.0	13127.0	782.0	0.68	0.059571874761941035
chr3	122513641	122599986	ENSG00000138463	122513640	122513641	86345	0.8	0	0.12086468725815876	1.0	0.0	1.156	0.0	4.0	0.4585921964775831	1.0	1305.0	21.0	0.25	0.016091954022988506
chr3	122628040	122747452	ENSG00000082684	122628039	122628040	119412	0.3	0	0.2410797738050232	0.0	0.0	0.604	0.0	4.0	0.4585921964775831	1.0	1305.0	21.0	0.25	0.016091954022988506
chr3	122785908	122944074	ENSG00000065485	122785907	122785908	158166	24.1	1	0.1350138886533004	0.0	0.0	0.837	0.0	22.0	0.7099258697175664	13.0	11336.0	542.0	0.5909090909090909	0.04781227946365561
chr3	123209666	123304032	ENSG00000206527	123209665	123209666	94366	10.5	1	0.026997084807586183	0.0	0.0	0.743	0.0	57.0	0.4020438695371616	10.0	27596.0	3825.0	0.17543859649122806	0.13860704449920278
chr3	123328895	123603178	ENSG00000065534	123328894	123328895	274283	15.2	1	0.08072661121288296	0.0	0.0	0.528	0.0	12.0	0.5390449598952197	5.0	6723.0	1177.0	0.4166666666666667	0.17507065298229957
chr3	123616151	123680564	ENSG00000175455	123616150	123616151	64413	8.7	1	0.017439030790616074	0.0	0.0	0.973	0.0	5.0	0.7927426874745797	4.0	2242.0	482.0	0.8	0.2149866190900981
chr3	123687367	123711025	ENSG00000065371	123687366	123687367	23658	0.0	0	0.6710596260765275	0.0	0.0	1.422	0.0	5.0	0.7927426874745797	4.0	2242.0	482.0	0.8	0.2149866190900981
chr3	123798869	124445172	ENSG00000160145	123798868	123798869	646303	1.5	1	0.2046112820236744	0.0	1.0	0.152	0.0	18.0	0.4400512930132955	6.0	8612.0	1095.0	0.3333333333333333	0.12714816535067347
chr3	124449212	124464040	ENSG00000114491	124449211	124449212	14828	2.8	1	0.04340725583001423	0.0	0.0	0.931	1.0	48.0	0.581622511319096	24.0	24022.0	1785.0	0.5	0.07430688535509117
chr3	124480794	124620265	ENSG00000082781	124480793	124480794	139471	23.5	1	0.04321806666797461	0.0	0.0	0.706	1.0	48.0	0.581622511319096	24.0	24022.0	1785.0	0.5	0.07430688535509117
chr3	124624288	124672663	ENSG00000173702	124624287	124624288	48375	0.0	0	0.6535360832378236	0.0	0.0	0.696	0.0	29.0	0.46344721088813295	9.0	13955.0	793.0	0.3103448275862069	0.056825510569688285
chr3	124801479	124998021	ENSG00000221955	124801478	124801479	196542	2.9	1	0.16830765370075948	0.0	0.0	1.225	0.0	12.0	0.6586644242100483	6.0	5058.0	636.0	0.5	0.1257413997627521
chr3	124944404	125094198	ENSG00000163848	124944403	124944404	149794	2.1	1	0.010282747149891672	0.0	1.0	0.103	0.0	12.0	0.6586644242100483	6.0	5058.0	636.0	0.5	0.1257413997627521
chr3	125165494	125239041	ENSG00000114520	125165493	125165494	73547	11.0	1	0.017394364161734982	1.0	0.0	0.799	0.0	7.0	0.8348200992469212	6.0	3625.0	198.0	0.8571428571428571	0.054620689655172416
chr3	125247701	125313934	ENSG00000144909	125247700	125247701	66233	4.2	1	0.18525266455467812	0.0	0.0	0.358	0.0	3.0	0.4404326526963625	1.0	1297.0	0.0	0.3333333333333333	0.0
chr3	126061477	126076285	ENSG00000163884	126061476	126061477	14808	36.2	1	0.12104108503299013	0.0	0.0	0.613	0.0	17.0	0.5437587296360286	9.0	9923.0	271.0	0.5294117647058824	0.02731028922704827
chr3	126113781	126155399	ENSG00000163885	126113780	126113781	41618	0.0	0	0.43510644602661147	0.0	0.0	1.142	0.0	13.0	0.6295127698477194	8.0	8636.0	271.0	0.6153846153846154	0.03138026864289023
chr3	126156443	126194762	ENSG00000070476	126156442	126156443	38319	3.2	1	0.061836076513794185	0.0	0.0	1.005	0.0	13.0	0.6295127698477194	8.0	8636.0	271.0	0.6153846153846154	0.03138026864289023
chr3	127291911	127317094	ENSG00000163870	127291910	127291911	25183	14.5	1	0.013106440119353227	1.0	0.0	0.706	0.0	39.0	0.4309925447023038	10.0	16319.0	894.0	0.2564102564102564	0.054782768551994605
chr3	127317065	127341276	ENSG00000073111	127317064	127317065	24211	1.3	1	0.04551381139105642	0.0	0.0	0.585	1.0	39.0	0.4309925447023038	10.0	16319.0	894.0	0.2564102564102564	0.054782768551994605
chr3	127348023	127391652	ENSG00000114631	127348022	127348023	43629	0.6	0	0.2823919009551753	0.0	1.0	0.141	0.0	39.0	0.4309925447023038	10.0	16319.0	894.0	0.2564102564102564	0.054782768551994605
chr3	127391777	127399768	ENSG00000114626	127391776	127391777	7991	6.8	1	0.04839919591794602	0.0	0.0	0.756	0.0	39.0	0.4309925447023038	10.0	16319.0	894.0	0.2564102564102564	0.054782768551994605
chr3	127407908	127542051	ENSG00000074416	127407907	127407908	134143	44.0	1	0.0687262200112286	0.0	0.0	0.794	0.0	39.0	0.4309925447023038	10.0	16319.0	894.0	0.2564102564102564	0.054782768551994605
chr3	127634074	127706514	ENSG00000187715	127634073	127634074	72440	0.0	0	0.4673036692219011	0.0	0.0	1.233	0.0	39.0	0.4309925447023038	10.0	16319.0	894.0	0.2564102564102564	0.054782768551994605
chr3	128444964	128533639	ENSG00000075785	128444963	128444964	88675	60.0	1	0.019585965790805963	1.0	1.0	0.277	0.0	9.0	0.6000880913900924	4.0	3699.0	174.0	0.4444444444444444	0.047039740470397405
chr3	128779609	128781249	ENSG00000169704	128779608	128779609	1640	0.1	0	0.449294862890397	0.0	0.0	1.464	0.0	34.0	0.5729454300719294	15.0	17895.0	963.0	0.4411764705882353	0.05381391450125733
chr3	128806411	128841644	ENSG00000172780	128806410	128806411	35233	19.5	1	0.12582596585385952	0.0	0.0	0.708	0.0	34.0	0.5729454300719294	15.0	17895.0	963.0	0.4411764705882353	0.05381391450125733
chr3	128806417	128879879	ENSG00000261796	128806416	128806417	73462	4.2	1	0.02266198017833508	1.0	1.0	0.172	0.0	34.0	0.5729454300719294	15.0	17895.0	963.0	0.4411764705882353	0.05381391450125733
chr3	128846257	128880136	ENSG00000240682	128846256	128846257	33879	4.5	1	0.019049398039612253	1.0	1.0	0.114	1.0	34.0	0.5729454300719294	15.0	17895.0	963.0	0.4411764705882353	0.05381391450125733
chr3	128888326	128902765	ENSG00000169714	128888325	128888326	14439	124.2	1	0.08392168871266673	1.0	1.0	0.298	1.0	34.0	0.5729454300719294	15.0	17895.0	963.0	0.4411764705882353	0.05381391450125733
chr3	128968448	128996614	ENSG00000181789	128968447	128968448	28166	63.1	1	0.01334100593521112	1.0	0.0	0.397	1.0	34.0	0.5729454300719294	15.0	17895.0	963.0	0.4411764705882353	0.05381391450125733
chr3	128997670	129025029	ENSG00000183624	128997669	128997670	27359	17.3	1	0.017619162059978166	1.0	0.0	1.113	0.0	12.0	0.48346192440558333	5.0	6794.0	981.0	0.4166666666666667	0.14439211068589933
chr3	129033614	129035120	ENSG00000184897	129033613	129033614	1506	39.5	1	0.0171563646801577	1.0	0.0	1.353	0.0	12.0	0.48346192440558333	5.0	6794.0	981.0	0.4166666666666667	0.14439211068589933
chr3	129120163	129147494	ENSG00000172771	129120162	129120163	27331	0.5	0	0.0906067142480733	0.0	0.0	0.782	0.0	12.0	0.48346192440558333	5.0	6794.0	981.0	0.4166666666666667	0.14439211068589933
chr3	129149786	129158878	ENSG00000129071	129149785	129149786	9092	13.3	1	0.01162842199204066	1.0	0.0	1.242	0.0	12.0	0.48346192440558333	5.0	6794.0	981.0	0.4166666666666667	0.14439211068589933
chr3	130569438	130735556	ENSG00000017260	130569437	130569438	166118	6.3	1	0.02026381321085295	1.0	1.0	0.182	0.0	0.0		0.0				
chr3	132036210	132087142	ENSG00000014257	132036209	132036210	50932	0.2	0	0.08968301918148043	0.0	0.0	1.403	0.0	6.0	0.542706522212426	3.0	3057.0	80.0	0.5	0.026169447170428524
chr3	132276981	132379567	ENSG00000240303	132276980	132276981	102586	7.1	1	0.06623109158956259	0.0	0.0	0.883	0.0	2.0	0.5198737161054362	1.0	700.0	14.0	0.5	0.02
chr3	132276985	132441303	ENSG00000113971	132276984	132276985	164318	0.1	0	0.10113453151699317	0.0	0.0	0.649	0.0	2.0	0.5198737161054362	1.0	700.0	14.0	0.5	0.02
chr3	132316080	132337811	ENSG00000129048	132316079	132316080	21731	0.3	0	0.1197716543822606	0.0	0.0	1.803	0.0	2.0	0.5198737161054362	1.0	700.0	14.0	0.5	0.02
chr3	132373289	132396941	ENSG00000081307	132373288	132373289	23652	11.7	1	0.02673420937977984	1.0	0.0	0.722	0.0	2.0	0.5198737161054362	1.0	700.0	14.0	0.5	0.02
chr3	132757234	133116636	ENSG00000144868	132757233	132757234	359402	0.0	0	0.16826273465892405	0.0	1.0	0.187	0.0	3.0	1.0	3.0	1551.0	133.0	1.0	0.08575112830431979
chr3	133292573	133309105	ENSG00000091527	133292572	133292573	16532	30.3	1	0.06285142727487289	1.0	0.0	0.517	0.0	24.0	0.7807964531082252	19.0	10997.0	1566.0	0.7916666666666666	0.14240247340183687
chr3	133317018	133380737	ENSG00000163781	133317017	133317018	63719	2.2	1	0.006387194528373428	0.0	1.0	0.086	1.0	24.0	0.7807964531082252	19.0	10997.0	1566.0	0.7916666666666666	0.14240247340183687
chr3	133464799	133497850	ENSG00000091513	133464798	133464799	33051	101.0	1	0.7283902096848703	0.0	0.0	0.753	0.0	24.0	0.7807964531082252	19.0	10997.0	1566.0	0.7916666666666666	0.14240247340183687
chr3	133502876	133544616	ENSG00000144867	133502875	133502876	41740	22.4	1	0.08644137037494909	1.0	0.0	0.827	1.0	24.0	0.7807964531082252	19.0	10997.0	1566.0	0.7916666666666666	0.14240247340183687
chr3	134074715	134094321	ENSG00000114019	134074714	134074715	19606	6.7	1	0.015217591410871725	0.0	0.0	0.428	0.0	27.0	0.3418987957263426	6.0	13937.0	1615.0	0.2222222222222222	0.11587859654157996
chr3	134196547	134205558	ENSG00000129055	134196546	134196547	9011	22.6	1	0.021670549998369943	1.0	0.0	1.858	0.0	27.0	0.3418987957263426	6.0	13937.0	1615.0	0.2222222222222222	0.11587859654157996
chr3	134204584	134293859	ENSG00000182923	134204583	134204584	89275	6.2	1	0.035999846228642364	1.0	0.0	1.262	0.0	27.0	0.3418987957263426	6.0	13937.0	1615.0	0.2222222222222222	0.11587859654157996
chr3	134316642	134979309	ENSG00000154928	134316641	134316642	662667	0.6	0	0.2506100582989234	0.0	1.0	0.257	0.0	2.0	0.5418430900086738	0.0	596.0	0.0	0.0	0.0
chr3	134321979	134370478	ENSG00000174611	134321978	134321979	48499	0.0	0	0.28510797293374285	0.0	0.0	0.892	0.0	2.0	0.5418430900086738	0.0	596.0	0.0	0.0	0.0
chr3	135867763	135916083	ENSG00000174579	135867762	135867763	48320	4.7	1	0.020501821409438542	0.0	0.0	0.481	0.0	11.0	0.7837579958573109	8.0	4349.0	202.0	0.7272727272727273	0.04644745918601977
chr3	135969147	136056738	ENSG00000114054	135969146	135969147	87591	42.7	1	0.1042452501083698	0.0	0.0	0.894	0.0	11.0	0.7837579958573109	8.0	4349.0	202.0	0.7272727272727273	0.04644745918601977
chr3	136537488	136574734	ENSG00000168917	136537487	136537488	37246	1.3	1	0.04879517007980077	0.0	0.0	0.851	0.0	6.0	0.827285572895483	5.0	2816.0	18.0	0.8333333333333334	0.006392045454545455
chr3	136581049	136668665	ENSG00000158092	136581048	136581049	87616	9.4	1	0.01875571638776901	1.0	0.0	0.825	0.0	6.0	0.827285572895483	5.0	2816.0	18.0	0.8333333333333334	0.006392045454545455
chr3	136665071	136729927	ENSG00000174564	136665070	136665071	64856	1.3	1	0.2255301413961393	0.0	0.0	1.298	0.0	6.0	0.827285572895483	5.0	2816.0	18.0	0.8333333333333334	0.006392045454545455
chr3	138327447	138352218	ENSG00000158234	138327446	138327447	24771	3.3	1	0.0684604339407482	0.0	0.0	1.382	0.0	9.0	0.5464505517697422	3.0	3338.0	293.0	0.3333333333333333	0.08777711204313961
chr3	138372859	138553780	ENSG00000051382	138372858	138372859	180921	2.2	1	0.06088273532982151	1.0	1.0	0.252	0.0	9.0	0.5464505517697422	3.0	3338.0	293.0	0.3333333333333333	0.08777711204313961
chr3	141205888	141334184	ENSG00000155903	141205887	141205888	128296	1.8	1	0.01745089431096631	0.0	0.0	1.196	0.0	23.0	0.3577265774974973	3.0	10119.0	759.0	0.13043478260869565	0.07500741179958494
chr3	141457045	141466402	ENSG00000114125	141457044	141457045	9357	33.7	1	0.017896886408477076	1.0	0.0	1.254	0.0	8.0	0.5731314239754146	2.0	2457.0	13.0	0.25	0.005291005291005291
chr3	141594965	141645356	ENSG00000069849	141594964	141594965	50391	10.7	1	0.04129797921332322	0.0	0.0	0.683	0.0	8.0	0.5731314239754146	2.0	2457.0	13.0	0.25	0.005291005291005291
chr3	141882413	141944449	ENSG00000175066	141882412	141882413	62036	0.3	0	0.03745723909552882	0.0	0.0	0.528	0.0	2.0	0.710935173682112	1.0	599.0	0.0	0.5	0.0
chr3	142168076	142297668	ENSG00000175054	142168075	142168076	129592	2.3	1	0.01349600748188605	0.0	0.0	0.399	1.0	3.0	0.8472810300028913	2.0	1933.0	0.0	0.6666666666666666	0.0
chr3	142315228	142432506	ENSG00000120756	142315227	142315228	117278	3.6	1	0.4089157895740031	0.0	0.0	0.667	0.0	23.0	0.895409708722671	21.0	12489.0	557.0	0.9130434782608695	0.04459924733765714
chr3	142442915	142526730	ENSG00000144935	142442914	142442915	83815	0.2	0	0.09121412108340396	0.0	0.0	0.473	0.0	23.0	0.895409708722671	21.0	12489.0	557.0	0.9130434782608695	0.04459924733765714
chr3	142534763	142608045	ENSG00000163710	142534762	142534763	73282	2.1	1	0.5329328455242252	0.0	0.0	1.221	0.0	23.0	0.895409708722671	21.0	12489.0	557.0	0.9130434782608695	0.04459924733765714
chr3	142668005	142682178	ENSG00000188582	142668004	142668005	14173	6.1	1	0.5262129147781207	0.0	0.0	0.783	0.0	23.0	0.895409708722671	21.0	12489.0	557.0	0.9130434782608695	0.04459924733765714
